问题id,页码,答主昵称,答主性别,答主粉丝数,答主主页,答主签名,回答id,回答时间,评论数,点赞数,喜欢数,回答内容,tokenized_content,sentiment_probs,sentiment_label,TF-IDF Score,Document Index,Top Terms,topic_prob1,topic_prob2,topic_prob3,topic_prob4,topic_prob5,max_topic,cluster_label,named_entities,aspect_candidates
558551860,1,到处挖坑蒋玉成,男,103265,https://www.zhihu.com/people/CommanderYCJiangS117,北京亦庄营业部-快递员岗,2722269431,2022-10-19 18:42:55,82,847,58,因为不光是中国，全世界几乎所有的主要人口大国都保留了死刑，包括日本和美国这样的人口超过1亿的发达国家。,"['中国', '全世界', '几乎', '主要', '人口', '大国', '保留', '死刑', '包括', '日本', '美国', '人口', '超过', '亿', '发达国家']","[0.3337985873222351, 0.33376583456993103, 0.33243560791015625]",Positive,3.53982497256637,0,"['人口', '大国', '亿', '超过', '几乎']",0.0125989241065412,0.0125649942779317,0.9497192616965388,0.0125587251426679,0.0125580947763201,3,4,"[('中国', 'GPE'), ('日本', 'GPE'), ('美国', 'GPE'), ('1亿', 'DATE')]","['human_rights_and_ethics', 'international_comparisons']"
558551860,1,嗽喇,男,4175,https://www.zhihu.com/people/jia-shao-xun,平凡人一枚,2717860337,2022-10-16 14:08:32,770,4575,370,因为中国人的观念很朴素呀。根本不必列废死的各种好处，国人的观点是：这人是个人渣，所以他得死。但反过来想，国人的观点错哪了？,"['中国', '观念', '朴素', '根本', '不必', '列废死', '好处', '国人', '观点', '这人', '个人', '渣', '死', '想', '国人', '观点', '错']","[0.33107611536979675, 0.3364509046077728, 0.33247295022010803]",Negative,3.5746186548892096,1,"['国人', '观点', '渣', '不必', '好处']",0.2140615823169611,0.0830126995205442,0.0113482367569819,0.0112835034442395,0.6802939779612731,5,0,"[('中国人', 'NORP')]",['cultural_and_social_attitudes']
558551860,1,轻工制造兔,男,5768,https://www.zhihu.com/people/qing-gong-zhi-zao-tu,设计师,2719113171,2022-10-17 12:30:11,120,1775,129,为什么74亿人有60亿都支持死刑，而剩下的少数人谈及死刑，一般总持反对态度？这些人要不要反思一下？,"['74', '亿人', '60', '亿都', '支持', '死刑', '剩下', '少数', '谈及', '死刑', '总持', '反对', '态度', '人要', '不要', '反思', '一下']","[0.33159446716308594, 0.33559149503707886, 0.3328140377998352]",Negative,3.501283995964251,2,"['人要', '反思', '亿人', '剩下', '总持']",0.0138082501281978,0.0134968276001423,0.730373467272615,0.0136353700885971,0.2286860849104476,3,4,"[('74亿', 'CARDINAL'), ('60亿', 'CARDINAL')]","['cultural_and_social_attitudes', 'human_rights_and_ethics']"
558551860,1,Zpuzzle,男,417892,https://www.zhihu.com/people/zhang-zhu-12,,2721310071,2022-10-19 06:00:15,5,2134,215,拿法国来说，当年法国废除死刑的时候，民调显示的废死支持率差不多不到20%——但就是在这种情况下，法国废除了死刑。从人类生活的普遍理念来说，杀人偿命就是一个最朴素的逻辑。当然，对于那些有过特殊经历或者接受过一些教育的人来讲，他们可能出于哲学的、法律的等等观念而认为废除死刑是有必要的。但从全社会来看，即便这些人持有这种观点是没有任何私心的，他们的整体比例在社会中也不会太高。也就是说，如果真按照一人一票的逻辑去决定是否废死，几乎没有任何一个国家能废除死刑——绝大多数时候，人都是年龄越大，越见识到了社会的险恶和人性的阴暗面，越会觉得死刑是震慑犯罪的一个必不可少的手段。当然，在死刑的适用范围上，不同的人的观点肯定不一致。有些人会觉得杀人就该偿命，有些人会觉得只有杀了很多人才可以被判死刑。但这个争论的核心是适用范围，而不是死刑应不应该存在。而在另一个层面上说，世界上大多数国家的“废死”，恰恰也是观察“民主”运作的一个切口——从各国废死提案的通过，可以看到一个不符合大多数人观念的法律，是如何通过政党之间的互相配合，从而最终成为现实的。,"['法国', '当年', '法国', '废除', '死刑', '民调', '显示', '废死', '支持率', '差不多', '不到', '20', '这种', '情况', '法国', '废除', '死刑', '人类', '生活', '普遍', '理念', '杀人偿命', '朴素', '逻辑', '有过', '特殊', '经历', '接受', '教育', '来讲', '可能', '哲学', '法律', '观念', '认为', '废除', '死刑', '必要', '全', '社会', '来看', '持有', '这种', '观点', '没有', '私心', '整体', '比例', '社会', '中', '不会', '太高', '也就是说', '真', '一人', '一票', '逻辑', '决定', '是否', '废死', '几乎', '没有', '国家', '废除', '死刑', '绝大多数', '年龄', '越大', '越', '见识', '社会', '险恶', '人性', '阴暗面', '越会', '觉得', '死刑', '震慑', '犯罪', '必不可少', '手段', '死刑', '适用范围', '不同', '观点', '肯定', '不', '一致', '人会', '觉得', '杀人', '偿命', '人会', '觉得', '杀', '很多', '人才', '被判', '死刑', '争论', '核心', '适用范围', '死刑', '应不应该', '存在', '层面', '说', '世界', '大多数', '国家', '废死', '恰恰', '观察', '民主', '运作', '切口', '各国', '废死', '提案', '看到', '不', '符合', '大多数', '观念', '法律', '政党', '之间', '互相配合', '最终', '成为', '现实']","[0.3270370364189148, 0.3357904851436615, 0.3371724486351013]",Neutral,8.461228647331039,3,"['法国', '死刑', '废死', '人会', '觉得']",0.0465360142923204,0.0018472159089817,0.4672891754127253,0.0017949126361373,0.4825326817498352,5,0,"[('法国', 'GPE'), ('当年', 'DATE'), ('法国', 'GPE'), ('20%', 'CARDINAL'), ('法国', 'GPE'), ('一', 'CARDINAL'), ('一', 'CARDINAL')]","['cultural_and_social_attitudes', 'legal_and_judicial_system', 'crime_deterrence_and_public_safety', 'human_rights_and_ethics', 'international_comparisons']"
558551860,1,文册,未知,219437,https://www.zhihu.com/people/wen-dao-wang-86,四大名著是个筐，什么都能往里装,2742052368,2022-11-03 02:33:26,22,410,38,宋江杀了阎婆惜，知县却将与此事毫不相关的唐牛儿打了一顿并刺配五百里外。回到内衙知县夫人有点儿同情唐牛儿，说道：“这个唐牛儿真是可怜，什么坏事儿都没干就受了这么大的罪，这辈子算是毁了。”知县却说：“我也是没有办法，只能这样。”夫人不解：“没有办法？大堂上老爷您一句话就能放了他，为何说没有办法？”知县解释道：“宋押司和咱家关系这么好，我哪里狠得下心让他偿命呢？既然不能杀宋江，就要找人平息一下苦主的怨恨。唐牛儿既然赶上了就算他倒霉，我心里也不好受。”夫人感慨道：“老爷您的心真善，要是都能多找些人平摊罪过，能挽救多少宋押司这样的好人呀！”,"['宋江', '杀', '阎婆惜', '知县', '此事', '毫不相关', '唐牛儿', '一顿', '刺配', '五百里', '外', '回到', '内衙', '知县', '夫人', '有点儿', '同情', '唐牛儿', '说道', '唐牛儿', '真是', '可怜', '坏事', '没', '干', '受', '罪', '这辈子', '算是', '毁', '知县', '却说', '没有', '办法', '只能', '夫人', '不解', '没有', '办法', '大堂', '老爷', '一句', '话', '放', '说', '没有', '办法', '知县', '解释', '道', '宋押司', '咱家', '关系', '狠得', '下心', '偿命', '不能', '杀', '宋江', '找人', '平息', '一下', '苦主', '怨恨', '唐牛儿', '赶上', '倒霉', '心里', '不好受', '夫人', '感慨', '道', '老爷', '心真善', '找些', '平摊', '罪过', '挽救', '宋押司', '好人']","[0.32802706956863403, 0.3343939483165741, 0.33757904171943665]",Neutral,4.906994097106311,4,"['办法', '老爷', '道', '没有', '杀']",0.0057570063756299,0.0057116538258595,0.0056238158572517,0.9772605412612436,0.0056469826800151,4,1,"[('唐牛儿', 'PERSON'), ('五百', 'CARDINAL'), ('唐牛儿', 'PERSON'), ('宋押司', 'PERSON'), ('唐', 'PERSON'), ('宋押司', 'PERSON')]",['others']
558551860,2,行木,未知,195,https://www.zhihu.com/people/mo-xiao-wu-62-58,灵感突如其来，情感汹涌而去,2710354368,2022-11-12 06:16:57,894,9147,897,我不仅反对废除死刑，我还建议恢复凌迟和腰斩呢。补丁:也怪我没说清楚，我的意思是——死刑分级。目前对死刑的态度是慎重处理人性化处理，已经进化到听音乐注射了。我当然是支持的，毕竟最大限度的保证了减少残忍场面，也确实对执行者更文明了。但是问题依旧是有——如何对待“更高级”重犯呢？他们往往秉持着杀一个是死，杀两个是赚，多杀多赚的态度屡屡犯案，因为处理办法仅有一个死刑。反正都是死，还不爽一爽？那死刑的分级很有必要了。在法官判定死刑的一刻开始，随着犯人的反人类行为逐渐升级而进行升级，保留戴罪立功，但是戴罪立功仅减酷刑不减死刑。活罪可逃，死罪难免。当然，对于某些知友说的“没收作案工具”和某贩子问题我觉得还是应该交给专业的人判定。刑罚升不升级也轮不到普通人管，我的提议仅仅是针对已判死刑的升级。而死刑慎重是重中之重，我认为这不应该更改的。我希望——所有确定死刑的罪犯都能体面的听着音乐的舒缓的人道的死去。而所谓酷刑，不过是一种仅存在于书本上，实际上根本没人能够触碰到的书面法律。我认为社会文明与否不是靠有没有死刑来决定的，而是靠有没有人能犯死刑来决定的。最后的最后至于被抓错被错判应该左转出门提问——如何正确精准进行法律执行。而不是扯那套“希望你被误抓也能这么说”的话。,"['反对', '废除', '死刑', '建议', '恢复', '凌迟', '腰斩', '补丁', '怪', '没', '说', '清楚', '意思', '死刑', '分级', '目前', '死刑', '态度', '慎重处理', '人性化', '处理', '已经', '进化', '听', '音乐', '注射', '支持', '毕竟', '最大', '限度', '保证', '减少', '残忍', '场面', '确实', '执行者', '文明', '问题', '依旧', '高级', '重犯', '往往', '秉持着', '杀', '死', '杀', '赚', '多杀多', '赚', '态度', '屡屡', '犯案', '处理', '办法', '仅', '死刑', '反正', '死', '不爽', '一爽', '死刑', '分级', '必要', '法官', '判定', '死刑', '一刻', '犯人', '反', '人类', '行为', '逐渐', '升级', '进行', '升级', '保留', '戴罪立功', '戴罪立功', '仅减', '酷刑', '不减', '死刑', '活罪', '可逃', '死罪', '难免', '知友', '说', '没收', '作案工具', '贩子', '问题', '觉得', '应该', '交给', '专业', '判定', '刑罚', '升', '不', '升级', '轮不到', '普通人', '提议', '仅仅', '已判', '死刑', '升级', '死刑', '慎重', '重中之重', '认为', '不', '应该', '更改', '希望', '确定', '死刑', '罪犯', '体面', '听', '音乐', '舒缓', '道', '死去', '所谓', '酷刑', '一种', '仅', '存在', '书本上', '实际上', '根本', '没', '能够', '触', '碰到', '书面', '法律', '认为', '社会', '文明', '有没有', '死刑', '决定', '有没有', '人能', '犯', '死刑', '决定', '最后', '最后', '抓', '错', '错判', '应该', '左转', '出门', '提问', '正确', '精准', '进行', '法律', '执行', '扯', '那套', '希望', '误', '抓', '说']","[0.32733413577079773, 0.3361606001853943, 0.336505264043808]",Neutral,8.606071471337675,5,"['升级', '死刑', '判定', '赚', '仅']",0.833521092527158,0.0015697328919395,0.1617802091462244,0.0015545586884058,0.0015744067462719,1,3,"[('两', 'CARDINAL'), ('戴罪立', 'PERSON')]","['cultural_and_social_attitudes', 'legal_and_judicial_system', 'human_rights_and_ethics']"
558551860,2,知乎十次转生者,未知,1217,https://www.zhihu.com/people/mmm-81-65-85,讲应然不讲实然，其本质是宗教；讲实然不讲应然，其本质是保皇。,2723589380,2022-11-04 13:53:21,69,661,90,因为这些法哲就是扯jb蛋，都是从唯心主义出发的独断论。什么jb公平正义，法律从来不追求这些东西，这都是糊弄傻子的。要理解法律，首先要理解人类社会。人类社会是怎么来的？是猴子，确切的说是南方古猿的社会进化来的。那么猴子的社会哪来的？适应群居生活演化出来的。猴子社会存在的目的是什么？对于猴子来说，猴子的社会存在的目的就是为了确保这个集体有序起来，使得每个猴子的生存得到便利。那么，法律是什么？法律就是文字化的社会规范社会秩序。所以法律最根本的目的是什么？是为了确保社会的有序运转。那么，怎么判断在社会规范文字化的过程中做的好不好？看法律在运行中的状态，是否激起了不该反抗的人来反抗这部法律（秩序），以及是否放过了不该放过的人来让他们破坏这部法律（秩序）。前者叫公平，而后者叫正义。所以才有法律追求公平正义的假象。公平正义是法律的高级追求，而不是法律的本质追求，法律的本质追求是秩序，因此法律的本质属性是统治阶级意志的体现。所以，在扯什么程序正义的时候，忽视程序本身的目的去追求正义就是扯犊子。程序本身的目的是什么？用现代社会的话说，叫维持经济活动的秩序。那么回到死刑的话题，为什么废死派人人喊打？因为废死派破坏的就是经济活动的秩序。从经济秩序上讲，一个本应该判死刑的人，必定严重的挑战了社会秩序。那么，为了维持社会秩序，此人必须接受社会公民底线之下的惩罚。因为从经济秩序上讲，一个罪犯如果依旧活的比正常公民还好，那就相当于变相鼓励正常公民模仿该罪犯的犯罪行为。这个惩罚，可以是让他速死。但也可以不是让他速死，诸如挖煤挖矿之类的苦力劳动都可以。但核心就是，让他遭受非同一般的苦难。也许有人会说，失去自由本身就是一种苦难，我只能说你问过你家狗没有？你以为作为动物的人和狗，在物理和生理意义上的苦难的感受上会有太大差别吗？再说了，你连地球都没走出过，地球这间牢房有让你感受到苦难吗？很多人，会把社会对罪犯生的气，理解为一种同态复仇。我只能说，方向正确，但是太浅了。为什么会有同态复仇？因为一个良好运作的社会，就需要给予其公民应得的回报，并给予犯人应得的处罚，而得到回报的公民是无论如何不应该在社会上（包括经济和政治）居于罪犯之下的。复仇复的那个仇、抒发的那个恨，不仅仅是因为罪犯做了什么，而是因为罪犯做了这些却还在社会上活的比较好。假设一个犯了灭门案的凶手，在行凶之后因为意外被机器缓慢而痛苦的打碎，你觉得家属会觉得苍天有眼大仇得报，还是执着于复仇尚未完成感到懊恼不已？经验来讲，应该是前者吧？所以，废死派人人喊打的原因不仅仅是因为废死，更是因为废死派把废死和善待罪犯打包出售，还起了个令人恶心的名字——人道主义。一个罪犯，如果活得比最差的公民要好，那公民不骂你才有鬼了。,"['法哲', '扯', 'jb', '蛋', '是从', '唯心主义', '出发', '独断论', 'jb', '公平正义', '法律', '从来不', '追求', '东西', '糊弄', '傻子', '理解', '法律', '理解', '人类', '社会', '人类', '社会', '猴子', '确切的说', '南方', '古猿', '社会', '进化', '猴子', '社会', '哪来', '适应', '群居', '生活', '演化', '猴子', '社会存在', '目的', '猴子', '猴子', '社会存在', '目的', '确保', '集体', '有序', '起来', '每个', '猴子', '生存', '得到', '便利', '法律', '法律', '文字', '化', '社会规范', '社会秩序', '法律', '根本', '目的', '确保', '社会', '有序', '运转', '判断', '社会规范', '文字', '化', '过程', '中', '做', '好不好', '法律', '运行', '中', '状态', '是否', '激起', '不该', '反抗', '人来', '反抗', '这部', '法律', '秩序', '是否', '放过', '不该', '放过', '人来', '破坏', '这部', '法律', '秩序', '公平', '正义', '法律', '追求', '公平正义', '假象', '公平正义', '法律', '高级', '追求', '法律', '本质', '追求', '法律', '本质', '追求', '秩序', '法律', '本质属性', '统治阶级', '意志', '体现', '扯', '程序', '正义', '忽视', '程序', '目的', '追求', '正义', '扯', '犊子', '程序', '目的', '现代', '社会', '说', '维持', '经济', '活动', '秩序', '回到', '死刑', '话题', '废死', '派', '人人喊打', '废死', '派', '破坏', '经济', '活动', '秩序', '经济秩序', '讲', '应该', '判', '死刑', '必定', '严重', '挑战', '社会秩序', '维持', '社会秩序', '此人', '必须', '接受', '社会', '公民', '底线', '之下', '惩罚', '经济秩序', '讲', '罪犯', '依旧', '活', '正常', '公民', '还好', '相当于', '变相', '鼓励', '正常', '公民', '模仿', '罪犯', '犯罪行为', '惩罚', '他速', '死', '他速', '死', '挖煤', '挖矿', '苦力', '劳动', '核心', '遭受', '非同一般', '苦难', '也许', '有人', '会', '说', '失去', '自由', '一种', '苦难', '只能', '说', '问过', '你家', '狗', '没有', '动物', '狗', '物理', '生理', '意义', '苦难', '感受', '上会', '太大', '差别', '地球', '没', '走出', '地球', '间', '牢房', '感受', '苦难', '很多', '会', '社会', '罪犯', '生', '气', '理解', '一种', '同态复仇', '只能', '说', '方向', '正确', '太浅', '会', '同态复仇', '良好', '运作', '社会', '需要', '给予', '公民', '应得', '回报', '给予', '犯人', '应得', '处罚', '得到', '回报', '公民', '无论如何', '不', '应该', '社会', '包括', '经济', '政治', '居于', '罪犯', '之下', '复仇', '复', '仇', '抒发', '恨', '不仅仅', '是因为', '罪犯', '做', '罪犯', '做', '社会', '上活', '比较', '假设', '犯', '灭门案', '凶手', '行凶', '之后', '意外', '机器', '缓慢', '痛苦', '打碎', '觉得', '家属', '会', '觉得', '苍天', '眼大', '仇得报', '执着', '复仇', '尚未', '完成', '感到', '懊恼不已', '经验', '来讲', '应该', '废死', '派', '人人喊打', '原因', '不仅仅', '是因为', '废死', '更是', '废死', '派', '废死', '善待', '罪犯', '打包', '出售', '令人恶心', '名字', '人道主义', '罪犯', '活得', '最差', '公民', '公民', '不', '骂', '有鬼']","[0.3266713619232178, 0.3358563482761383, 0.3374723196029663]",Neutral,9.323263438933411,6,"['猴子', '法律', '追求', '社会', '秩序']",0.0008038359984663,0.0008020482506575,0.00079950136786,0.0008042733473323,0.9967903410356838,5,0,"[('废死派', 'ORG'), ('废死派', 'ORG'), ('地球', 'LOC'), ('废死派', 'ORG'), ('废死派', 'ORG')]","['cultural_and_social_attitudes', 'legal_and_judicial_system', 'crime_deterrence_and_public_safety', 'human_rights_and_ethics', 'political_and_policy_factors', 'victim_rights_and_justice']"
558551860,2,zhuzhu,未知,26,https://www.zhihu.com/people/zhuzhu-53-52,,2710573042,2022-10-11 07:06:08,27,2261,185,1）其他国家做了，就一定是正确的么？2）有些人不配为人，不配活着。,"['国家', '做', '一定', '正确', '不配', '不配', '活着']","[0.331172376871109, 0.33416154980659485, 0.33466604351997375]",Neutral,2.1317238337989526,7,"['不配', '正确', '活着', '一定', '做']",0.025442967094389,0.521051256382781,0.402080536419595,0.0257333876789365,0.0256918524242984,2,2,"[('1', 'CARDINAL'), ('2', 'CARDINAL')]",['international_comparisons']
558551860,2,潘敬华,男,538,https://www.zhihu.com/people/pan-jinghua,3D打印行业，互联网云平台、切片软件、电子硬件、机械结构全栈工程师，心理学略懂,2717530348,2022-10-16 08:39:41,510,5798,419,支持死刑的人想的是：我万一被人杀了，法律一定要帮我杀了他给我报仇。反对死刑的人想的是：我万一杀了人，法律也必须给我一条活路。两者都说的有些道理，就看你屁股坐哪里。是更容易杀人还是被人杀。,"['支持', '死刑', '想', '杀', '法律', '一定', '帮', '杀', '报仇', '反对', '死刑', '想', '杀了人', '法律', '必须', '一条', '活路', '说', '道理', '屁股', '坐', '容易', '杀人', '杀']","[0.3327704966068268, 0.3374871611595154, 0.32974231243133545]",Negative,3.967195918459061,8,"['想', '杀', '屁股', '法律', '报仇']",0.963020522826024,0.0092467340992516,0.0092466307651499,0.0091564370463378,0.0093296752632366,1,3,[],"['legal_and_judicial_system', 'human_rights_and_ethics']"
558551860,2,星辰大海,男,1058,https://www.zhihu.com/people/chen-yi-lai-79,真左：发展生产力放第一位。,2715603851,2022-10-14 15:48:18,277,2214,157,支持的人可以立个遗嘱：被任何人以任何方式杀害，自己的家属必须同意签署谅解书，给犯人一块免死的金牌；若家属拒绝，则在法律上失去继承你的财产的资格。为了万无一失，还可以去做个遗嘱公证。然后，随身携带，被杀害前交给他。以上，不难吧。,"['支持', '立个', '遗嘱', '任何人', '方式', '杀害', '家属', '必须', '同意', '签署', '谅解', '书', '犯人', '一块', '免死', '金牌', '家属', '拒绝', '法律', '失去', '继承', '财产', '资格', '万无一失', '做', '遗嘱', '公证', '随身携带', '杀害', '前', '交给', '不难']","[0.33129996061325073, 0.3371984660625458, 0.3315015137195587]",Negative,4.613506018121205,9,"['杀害', '家属', '金牌', '继承', '签署']",0.7078385833583632,0.2685954029803468,0.0078256524219365,0.0078029706827401,0.0079373905566132,1,3,[],['legal_and_judicial_system']
